CUST_ID,GENDER,BALANCE,PURCHASES,CREDIT_LIMIT,PAYMENTS,PRC_FULL_PAYMENT
107,M,5710.854538,1074.181481,1200,1596.526761,0.0
108,M,1549.327533,8305.125792,2500,1445.628294,0.333691
109,M,1705.679463,1046.762522,15000,1185.635222,0.0
110,F,917.708564,691.553699,1700,267.188715,0.0
111,M,1037.34104,901.193138,1500,559.440452,0.0
112,M,2887.35349,1130.983379,2500,586.383911,0.0
113,M,1177.203033,1328.397439,5000,330.154529,0.0
114,F,1953.981851,5819.910679,10000,1110.873385,0.122544
115,M,1015.966984,419.562114,13000,0.0,0.0
116,F,890.748747,1945.241577,1000,733.036829,0.0
117,F,341.64673,1082.442713,1500,57.231427,0.0
118,F,204.389164,218.33095,7500,0.0,0.0
119,M,957.757188,1796.55982,2000,127.990552,0.0
120,F,1275.185609,2809.779262,9000,673.117062,0.0
121,F,380.879468,415.109042,6000,664.244467,0.0
122,F,1174.940306,890.657112,1200,864.730759,0.035517
123,M,1272.040149,190.02985,8000,8.434577,0.088557
124,M,174.093549,289.187188,1700,34.97452,0.363362
125,M,531.863994,2305.900657,2500,157.604155,0.0
126,M,1748.541873,590.060542,4000,784.323025,0.453854
127,M,1717.032616,330.986412,3000,472.932627,0.0
128,M,429.101108,1103.800306,6000,155.551904,0.0
129,M,1397.727868,561.060539,5000,467.939712,0.192792
130,F,3041.68374,587.725797,15000,761.175513,0.0
131,M,2439.054305,1746.542543,15000,1445.960491,0.194495
132,F,1112.364036,315.588761,4000,518.240023,0.4078
133,F,795.381058,397.490609,1200,379.323319,0.0
134,M,687.863188,1031.399599,7000,0.0,0.0
135,F,1846.482588,2148.378846,12000,783.475158,0.0
136,M,1444.608422,2736.251703,2000,1163.852478,0.218556
137,F,2135.516049,493.461308,3000,848.999267,0.158213
138,M,1364.695263,2087.326355,2500,78.101913,0.0
139,F,2532.310878,443.311169,1000,448.15684,0.0
140,M,1319.665111,4645.193984,6000,599.583132,0.0
141,M,2455.82945,323.631679,2300,948.910493,0.0
142,M,2653.780466,2967.962382,7500,1026.15554,0.0
143,F,587.52925,497.284603,8000,247.363406,0.371897
144,F,238.095144,5496.802339,7500,842.262893,0.0
145,M,4861.700586,1528.723964,2500,493.148809,0.379442
146,M,1526.897011,359.813242,2000,81.778725,0.0
147,M,259.034872,561.148383,7000,245.575014,0.0
148,M,637.505212,1813.589092,7500,675.050471,0.0
149,M,2427.669113,2315.4978,3000,309.202371,0.201413
150,M,942.269052,842.485092,9000,332.917814,0.0
151,F,764.440904,934.668997,1500,528.431077,0.0
152,F,4276.08724,1776.70842,9000,777.537383,0.0
153,M,472.21839,1010.922525,1200,305.237207,0.382065
154,F,590.90897,280.295843,1500,182.742741,0.0
155,M,1465.933951,431.955847,4000,814.297893,0.0
156,F,1722.288896,1109.436989,1000,408.963733,0.130074
157,M,1894.497159,2680.970607,1000,647.216873,0.219801
158,F,2752.085426,3844.443668,1000,1187.948555,0.0
159,F,1449.133048,1810.895003,2500,190.314182,0.0
160,F,1882.668652,1162.771531,7000,545.692139,0.0
161,M,959.78727,1761.520257,1000,287.712887,0.0
162,F,1282.322894,492.711709,5000,342.715573,0.0
163,M,1335.125751,782.185665,7500,677.536527,0.0
164,M,1470.839084,427.64027,1700,484.358239,0.0
165,F,2429.123634,291.818388,1500,311.339884,0.0
166,M,1997.458924,1212.202353,8000,679.18169,0.0
167,F,1261.170204,1060.994522,7500,858.190383,0.0
168,F,585.102247,1667.1773,4000,167.538256,0.0
169,M,1288.074997,1467.771654,7500,575.527793,0.0
170,F,1181.788199,1116.975477,1200,334.183008,0.272486
171,M,1442.111188,1481.714288,2500,465.384474,0.0
172,M,8829.66873,864.010752,7000,1407.857256,0.0
173,M,756.425841,1301.928956,1800,676.57884,0.0
174,F,1772.347321,467.065749,7000,303.982432,0.0
175,M,3170.408936,1252.297738,3000,1029.96733,0.0
176,M,1323.720647,1638.564638,7000,402.053321,0.0
177,M,9937.399118,491.413885,3000,1759.089358,0.113067
178,F,862.439186,940.723151,2300,611.656644,0.0
179,F,1622.429993,512.221804,1800,633.475166,0.0
180,F,590.56212,558.996925,1700,255.297287,0.0
181,F,883.267181,326.217253,7000,510.9218,0.0
182,F,1516.318322,2805.108316,1500,572.891722,0.136735
183,M,2595.861321,2342.834165,1200,767.303231,0.0
184,M,1615.153618,1456.352744,1700,342.323058,0.163257
185,F,3763.871513,5297.426188,1700,1592.356819,0.305916
186,F,1112.68492,757.238962,7500,249.048628,0.0
187,M,898.789019,13747.141267,2500,2226.478062,0.0
188,M,13816.054943,731.592398,15000,2758.222435,0.0
189,F,1728.162328,1129.662299,1500,508.469385,0.451312
190,M,634.264848,627.66079,5000,466.668973,0.0
191,F,648.824727,1255.253727,3000,325.885003,0.0
192,M,518.836122,1904.649793,2500,342.115433,0.452391
193,M,2815.54864,810.357288,9000,910.217867,0.385635
194,F,873.109028,4442.834543,12000,1123.754359,0.0
195,M,1359.165555,1113.467564,9000,370.052852,0.0
196,M,1144.636265,1145.31713,1700,353.198097,0.150781
197,F,2341.022707,396.193241,1800,502.998958,0.0
198,F,565.624435,1308.516285,5000,687.813238,0.557034
199,M,460.349021,795.821967,2000,188.400116,0.0
200,M,1483.067084,519.353227,7000,903.849236,0.0
201,F,2081.540152,446.381083,4500,473.087613,0.025824
202,F,1634.805444,9942.631885,4000,1497.959897,0.0
203,M,584.929685,708.301942,8000,287.525546,0.0
204,M,2229.954271,241.945652,6000,206.26489,0.0
205,M,620.499728,478.952145,1000,0.0,0.0
206,M,757.948332,857.129439,1000,140.888315,0.37264
207,M,518.241748,1468.505255,4500,632.211607,0.0
208,F,3909.022078,1479.289035,3000,925.357143,0.0
209,M,2143.251585,1650.697321,1800,494.207916,0.0
210,M,2089.111298,502.515117,2500,823.487713,0.326775
211,F,3723.764057,1219.744146,7000,1326.941111,0.0
212,F,15235.512392,408.113974,8000,3267.475367,0.061844
213,M,260.264002,514.0504,4000,0.060734,0.193331
214,F,623.570031,393.099171,2300,75.852351,0.0
215,F,696.064567,308.107895,2000,674.015015,0.259071
216,F,563.553539,2339.724672,4000,512.491521,0.0
217,M,459.516604,1668.617187,2000,251.040285,0.0
218,M,925.479741,2162.45371,4500,684.417789,0.0
219,F,405.473961,930.183389,6000,564.420529,0.085142
220,M,1638.502724,1806.464554,1000,396.90843,0.234769
221,M,1269.690551,183.982296,1000,327.42659,0.098765
222,M,1868.564557,1952.329914,1700,851.501427,0.254774
223,F,1914.009636,1053.00983,9000,338.311128,0.0
224,F,2085.379575,1578.765735,5000,717.762822,0.277139
225,M,866.040745,1263.980275,1700,63.149802,0.057938
226,F,8176.578472,369.315156,9000,1427.706819,0.0
227,M,1496.655161,233.169161,3000,209.103209,0.0
228,F,226.730871,473.026423,3000,269.354612,0.0
229,F,491.696585,1492.824964,10000,461.039444,0.219779
230,M,253.039932,1670.840837,1000,101.443557,0.0
231,M,1231.023439,262.132985,1800,325.051371,0.341019
232,M,1086.129022,371.300077,4500,32.068551,0.0
233,F,795.059434,468.290056,1700,336.256309,0.0
234,F,7404.428167,650.94519,6000,1798.757183,0.0
235,F,1986.410632,263.526584,1800,400.876094,0.0
236,F,2329.685422,249.673337,1200,421.183204,0.028542
237,M,524.284178,428.524637,1700,268.904197,0.0
238,F,493.128406,970.322463,2500,0.0,0.305764
239,M,1252.785748,310.276891,1700,426.689026,0.0
240,M,1416.163064,808.982141,1500,1175.779903,0.326981
241,F,227.994063,2327.843391,8000,429.711083,0.0
242,F,1030.421973,278.216124,2000,224.080632,0.0
243,M,1227.414096,745.607124,2300,536.559142,0.0
244,M,998.611437,2258.104583,1000,879.555776,0.0
245,F,582.860938,616.191905,2300,462.849958,0.0
246,F,745.770816,535.765882,2000,0.0,0.537437
247,F,1033.624386,2558.422746,5000,721.412828,0.0
248,M,1315.168432,681.583065,1700,991.252822,0.0
249,M,2088.731921,2426.11265,9000,980.215525,0.0
250,M,3205.971952,1320.900331,10000,621.932513,0.0
251,F,929.909295,659.472196,1200,337.977743,0.0
252,F,803.887572,1382.600572,1200,11.440019,0.0
253,M,1797.029146,1197.994949,1200,812.086564,0.290019
254,M,2100.142387,2250.245362,5000,520.109633,0.104556
255,M,819.930524,548.117136,1500,258.172459,0.0
256,F,2468.470802,931.769494,8000,481.692083,0.0
257,F,2926.688351,849.489761,7000,614.63066,0.0
258,M,3875.840491,1692.113008,7500,1403.492511,0.0
259,M,6005.847254,356.858279,4000,1219.73979,0.0
260,F,555.698275,2242.349196,15000,670.911048,0.265339
261,M,1227.222038,1366.073568,1000,116.021802,0.0
262,F,1224.331093,274.449544,2500,0.0,0.0
263,M,1109.576609,2663.607119,2000,266.798017,0.280684
264,M,675.642015,6705.50274,11000,1146.765702,0.0
265,F,318.299956,2211.99604,4500,725.875636,0.391771
266,M,1317.394895,3243.104375,7500,617.465733,0.0
267,M,606.970328,969.55213,1700,647.986815,0.0
268,M,1309.491447,201.269654,12000,537.90404,0.458182
269,M,593.098691,170.765555,3000,155.358052,0.260084
270,M,450.477211,1129.549138,3000,26.099497,0.198977
271,M,1496.476351,527.009763,12000,790.297348,0.0
272,M,1388.291834,394.209049,2300,888.762279,0.260261
273,M,2041.323751,848.549129,2500,72.559931,0.0
274,F,8666.994805,1562.47559,4500,1739.765619,0.0
275,F,1555.512851,242.86803,1500,651.581439,0.0
276,M,1875.393139,599.448545,2000,82.76821,0.0
277,M,459.525669,3494.283459,1700,673.449612,0.0
278,M,380.613073,341.122093,1200,435.813054,0.0
279,F,5036.902063,1964.091484,9000,1396.026759,0.189225
280,F,527.879585,580.41439,4500,437.909786,0.281116
281,M,473.641324,1467.351544,2300,751.450061,0.09311
282,M,1170.060775,2410.512734,2500,1030.729106,0.0
283,M,1117.474858,1749.619457,2500,479.859168,0.36001
284,M,537.938448,2034.984827,5000,295.432638,0.0
285,F,921.059008,318.481956,10000,149.013428,0.0
286,M,3664.466897,2446.2065,10000,1514.306459,0.31537
287,M,586.754059,416.787374,2500,0.0,0.0
288,M,345.742668,1134.091976,2000,170.181208,0.0
289,M,2830.855548,1132.770372,3000,723.658886,0.0
290,M,1887.610874,1389.376415,4500,459.494499,0.0
291,F,693.348835,1215.925761,3000,429.084182,0.266039
292,M,291.79447,420.13287,5000,831.567279,0.0
293,F,620.074095,266.432074,4000,183.185538,0.0
294,M,1153.742179,1968.670679,2000,370.062667,0.0
295,F,3460.280316,1061.301347,2300,1044.289575,0.0
296,F,476.790038,2526.118356,2300,500.295617,0.108148
297,F,1123.194466,862.418248,1200,691.536806,0.09329
298,F,2225.262564,253.497022,1700,534.613255,0.427771
299,F,142.146667,2142.045972,7000,509.802583,0.529449
300,F,3072.99382,643.335558,2500,228.157933,0.0
301,F,418.130876,1221.461183,1800,0.0,0.298609
302,M,1634.015799,501.341003,4000,0.0,0.0
303,M,1513.249848,3943.68774,7000,962.962293,0.0
304,M,3216.753025,407.928396,1800,318.904582,0.0
305,F,1989.884633,662.693918,8000,891.596846,0.0
306,M,142.656345,989.009396,10000,580.917596,0.564437
307,M,598.064542,335.974715,4500,165.671854,0.0
308,F,1372.493746,1208.901743,6000,391.904988,0.391673
309,M,1016.904108,3830.38052,1000,815.753089,0.0
310,M,1862.825419,577.428171,11000,395.975501,0.0
311,M,2466.190423,1281.297528,2500,409.024914,0.123995
312,M,2095.623838,75.603921,10000,858.372242,0.0
313,M,999.397454,866.934754,4500,451.329003,0.0
314,M,230.050003,677.400002,1000,81.464644,0.0
315,M,804.376044,429.813828,1000,386.326664,0.268957
316,M,1762.927985,2376.31304,6000,761.940591,0.193419
317,M,454.227182,669.399262,4000,327.842092,0.0
318,F,2139.114542,765.301797,1000,290.164858,0.0
319,M,2745.04835,639.397555,7000,1210.936062,0.0
320,F,1358.559571,159.950712,8000,258.829816,0.0
321,F,76.907094,324.151891,3000,494.245586,0.0
322,M,383.646085,2132.358957,3000,330.222158,0.0
323,M,6618.143971,134.430108,1000,1426.671807,0.0
324,M,741.085487,450.481128,7500,502.258998,0.0
325,F,203.216335,626.564642,2000,433.479636,0.0
326,F,3683.883043,4312.442296,9000,1127.936096,0.0
327,F,1226.622863,1793.175571,2300,745.132034,0.0
328,M,3276.222759,543.780964,4500,1258.431291,0.311593
329,F,1555.049734,2904.633,2000,598.791667,0.0
330,M,1831.156883,461.063493,1500,436.318046,0.243788
331,F,1680.267562,2226.508235,7000,561.267489,0.0
332,M,2270.463968,264.280352,3000,406.288093,0.0
333,F,9411.497919,2358.856033,4000,2474.988049,0.0
334,F,2904.178097,622.958385,12000,556.448432,0.0
335,M,292.274846,355.791962,12000,69.774802,0.0
336,F,1811.653718,738.462815,8000,1073.589879,0.322643
337,M,3385.756652,1152.408941,1700,960.554401,0.352183
338,F,3577.54012,575.20495,4500,1321.824378,0.0
339,M,825.554693,1478.167103,9000,370.870238,0.0
340,F,3458.014988,531.288668,2300,773.648392,0.151022
341,M,2793.269799,1569.221875,1200,546.925953,0.0
342,F,12274.333984,1336.754387,7500,2536.865936,0.0
343,F,617.079853,849.942968,3000,0.0,0.229356
344,F,767.654284,603.505962,4500,460.587126,0.0
345,F,920.109658,1029.045257,13000,597.47369,0.0
346,F,779.614888,1473.253307,5000,390.232411,0.0
347,F,544.017451,5742.323725,2500,733.160907,0.0
348,M,100.845742,2091.168709,2300,85.653982,0.0
349,F,819.562346,2161.139601,2500,663.241777,0.272938
350,M,1689.895977,14467.513627,1500,1773.760415,0.0
351,F,777.51298,1428.474869,7500,685.84212,0.341478
352,M,6917.730727,1388.777524,8000,2231.216694,0.446553
353,F,1226.645187,1691.910372,2000,839.972452,0.108519
354,F,3873.547953,362.103695,2000,399.409089,0.0
355,M,1533.454591,602.139127,9000,371.594006,0.0
356,M,2549.790758,569.322843,1000,650.143763,0.0
357,F,1558.24801,1608.170666,4000,525.894641,0.0
358,F,4154.328861,767.580142,3000,560.565162,0.133539
359,M,1274.546127,1016.785117,6000,552.761505,0.0
360,F,1894.11812,2389.188764,1500,659.824983,0.124967
361,F,1685.301301,1952.441002,6000,1121.228507,0.0
362,M,934.996782,776.23173,2300,238.390053,0.0
363,M,1744.955071,491.275177,5000,752.54578,0.0
364,M,9053.870471,2494.259719,1000,1648.522238,0.417477
365,F,950.171745,1801.729044,3000,182.736075,0.0
366,M,1767.848242,211.53043,4000,594.011825,0.0
367,F,3759.348897,677.331935,1800,1085.994287,0.316037
368,F,3382.018342,1042.069497,1500,520.71346,0.0
369,M,1224.814614,1809.754981,1700,473.40658,0.0
370,F,141.875536,2036.710622,2300,0.0,0.0
371,F,1929.531559,1159.234788,1200,462.118899,0.0
372,M,164.428063,1520.39094,11000,613.774661,0.0
373,M,4550.27754,951.198836,2500,868.204193,0.0
374,M,1411.666901,489.57295,7500,381.84012,0.0
375,M,2980.083556,709.713983,12000,549.131868,0.0
376,M,538.129897,913.325257,1200,65.372809,0.0
377,F,299.688402,870.257091,5000,685.402492,0.0
378,M,1532.535674,164.512143,9000,471.329101,0.0
379,M,1175.862152,627.827218,5000,123.917512,0.0
380,F,778.690184,944.433321,2500,218.553244,0.0
381,F,1307.922334,696.987173,2500,0.0,0.0
382,F,14627.993031,718.998006,1000,2483.278583,0.0
383,F,2568.488808,1392.968323,4000,1063.333742,0.132026
384,M,3116.758334,339.997591,15000,992.397424,0.242521
385,M,2590.336845,207.423378,11000,1156.333982,0.0
386,F,4589.452108,656.319156,1000,898.522718,0.0
387,F,1021.406108,1785.944998,6000,494.171825,0.0
388,F,190.702538,4100.227486,2000,726.218564,0.05157
389,M,1022.772627,1815.135528,9000,0.0,0.0
390,F,2516.343511,239.502203,1000,550.416927,0.0
391,F,506.32545,728.413939,10000,341.301632,0.0
392,M,1034.083333,1131.128338,8000,833.380124,0.0
393,F,650.282726,1053.456567,1500,510.885527,0.0
394,F,4683.618747,1458.806767,1000,755.367499,0.070716
395,M,2379.180344,393.332751,8000,958.533494,0.090407
396,M,2178.488482,951.889331,1500,467.026015,0.0
397,F,2120.572083,1310.66582,4000,382.869567,0.0
398,M,1172.010199,1887.680032,10000,661.759253,0.0
399,M,1447.800308,434.785867,4500,340.83602,0.0
400,M,417.103285,658.101266,2500,582.417072,0.0
401,M,169.389741,78.772511,2500,168.848362,0.0
402,F,1387.242187,513.209544,1000,397.815755,0.391384
403,F,1622.285491,560.050297,12000,989.797392,0.361886
404,M,3598.736575,358.659669,2000,999.029648,0.0
405,F,4985.067558,1042.160181,1700,1248.022656,0.0
406,F,4979.07115,853.759135,2000,1388.549771,0.0
407,M,493.626306,117.531633,12000,465.127134,0.0
408,F,882.678883,1090.026375,1200,352.59823,0.0
409,M,1867.397196,389.361525,9000,850.147894,0.0
410,F,11833.7892,1390.084844,6000,2379.168202,0.0
411,F,4592.084243,283.251127,8000,1059.800775,0.141455
412,F,3319.128229,922.424827,12000,1348.52829,0.0
413,M,854.905417,695.863141,8000,782.867584,0.0
414,F,547.36745,1179.43607,11000,430.514518,0.0
415,M,2465.172577,1004.482286,1500,487.99066,0.160883
416,M,450.070781,713.621167,7500,663.690656,0.0
417,M,977.899872,225.282443,4000,473.16046,0.0
418,F,1093.020065,237.582001,4000,374.148765,0.0
419,M,5082.816826,530.861817,9000,1055.642269,0.0
420,F,880.748776,891.181495,12000,612.130063,0.099499
421,F,134.919098,519.349386,6000,186.180249,0.0
422,M,1908.361278,1576.071658,3000,432.421838,0.099057
423,M,646.052217,698.336566,3000,284.850369,0.0
424,M,1259.371319,376.714855,2300,378.498631,0.0
425,F,1120.988057,699.043755,2300,232.064334,0.0
426,F,947.347907,1100.229257,2500,572.256556,0.0
427,M,2468.353291,1202.786524,1200,931.846073,0.0
428,F,305.033501,4868.500284,1000,899.100488,0.0
429,M,761.040973,491.755477,7500,258.185936,0.0
430,F,2243.144874,840.392634,2500,753.304953,0.142101
431,F,697.37529,1317.526708,10000,600.841845,0.272713
432,F,284.881687,879.11818,5000,0.0,0.0
433,F,2212.104954,572.174302,1000,652.522153,0.0
434,F,3330.191762,222.665032,1500,705.055231,0.238785
435,M,1163.868109,566.937403,1700,955.665748,0.0
436,M,207.522333,341.609349,12000,671.400089,0.034695
437,M,2287.861396,189.815773,1800,643.880483,0.0
438,M,272.081297,438.732129,4000,254.577464,0.114791
439,F,1600.256726,349.889521,10000,545.963517,0.0
440,F,545.270803,1518.393111,12000,239.433567,0.0
441,F,426.727076,1542.226844,1800,0.0,0.0
442,M,814.261025,398.022541,1000,0.0,0.0
443,F,1027.652341,710.375876,1500,303.462471,0.280284
444,M,678.722649,168.608862,1000,0.0,0.268696
445,M,2058.706085,575.416453,1700,333.286622,0.0
446,F,811.218598,1285.73229,4500,317.153964,0.0
447,F,2928.283765,1886.435032,9000,857.106643,0.0
448,F,1560.959303,472.603905,4000,242.254244,0.0
449,M,646.904393,2313.852989,5000,396.226696,0.0
450,F,555.936514,229.494088,1700,599.695776,0.148555
451,M,275.132646,292.111325,7500,485.395114,0.308242
452,F,1574.447758,1700.530736,5000,434.889091,0.0
453,F,880.835781,4040.036905,9000,783.767922,0.0
454,M,143.311993,1399.805797,11000,379.19452,0.0
455,M,748.339397,865.832829,2300,86.862173,0.0
456,M,538.651812,124.5036,1200,0.0,0.0
457,F,5004.585309,145.444948,1800,1202.409754,0.0
458,M,261.778637,1008.751376,2500,106.974225,0.0
459,F,331.220488,650.501496,11000,56.505771,0.0
460,F,3291.085336,331.871663,2300,678.277109,0.160311
461,F,4109.624093,952.394484,7000,1006.022113,0.0
462,M,619.873457,995.871498,4000,0.0,0.0
463,F,686.168181,2100.591565,1700,395.144671,0.0
464,M,2110.35584,1015.302681,2000,785.034627,0.348214
465,F,149.248124,2712.307239,5000,552.648877,0.0
466,F,226.994476,904.330261,6000,811.827416,0.0
467,F,941.373463,809.323331,2500,623.093394,0.0
468,F,4889.774708,2339.940937,1800,1554.685866,0.0
469,M,818.802511,372.189528,7000,1014.568679,0.0
470,M,1327.221731,11305.026264,1700,1837.306333,0.294303
471,M,3362.400207,1258.570372,10000,972.028034,0.0
472,M,8072.320448,1264.897446,1700,1877.990448,0.0
473,M,721.142222,1440.270722,1200,183.828978,0.0
474,M,1193.740518,4863.058441,3000,901.843944,0.177645
475,M,6246.956719,1832.170613,4000,1361.178048,0.604429
476,M,307.975629,211.759166,4000,287.716606,0.207632
477,M,3055.880248,3175.191887,2500,811.854199,0.0
478,F,484.693155,660.629441,15000,526.98927,0.399557
479,F,1329.057243,988.748068,3000,513.748395,0.0
480,M,974.225559,283.914014,3000,227.502422,0.0
481,M,511.72612,1441.705139,2500,0.0,0.0
482,M,500.300173,499.577699,1000,0.0,0.378593
483,F,1554.288133,982.551416,4500,189.611411,0.0
484,M,2969.014609,695.277395,1800,428.612941,0.0
485,M,1078.403965,5077.181286,5000,994.4803,0.0
486,M,1290.908926,5345.627789,1000,946.073653,0.0
487,M,2026.482194,936.230637,13000,970.934314,0.0
488,M,505.497506,951.062652,3000,445.817525,0.0
489,F,2358.363576,641.559115,9000,965.690192,0.09561
490,F,2533.631144,2429.414747,3000,952.182423,0.0
491,F,12622.846545,667.788907,1000,2422.166874,0.0
492,F,863.942511,614.492333,7500,635.336668,0.0
493,F,802.495605,2166.20827,5000,721.747399,0.0
494,M,2421.322807,553.095574,7500,778.675592,0.151681
495,F,2533.086382,867.851371,2500,921.615681,0.0
496,M,748.762289,216.333305,5000,0.0,0.0
497,M,843.157346,1692.177281,8000,422.213802,0.0
498,F,1972.422486,5150.145498,5000,1085.504329,0.45066
499,M,575.462568,1718.320837,2300,638.202482,0.0
500,M,837.582202,3346.32916,6000,1095.96518,0.169601
501,F,1313.740237,419.267054,6000,29.240447,0.0
502,F,2970.081927,1110.640166,11000,1213.18336,0.0
503,F,703.35465,384.197241,2300,0.0,0.0
504,M,230.869816,731.436939,2500,0.0,0.0
505,M,215.953321,1799.007368,7500,327.431056,0.0
506,F,390.148814,984.012452,4000,178.756663,0.0
